OBJECTID,Latitude,Longitude,Depth,Magnitude,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,T1_x,T1_y,T1_z,T1_az,T1_pl,T1_theta,P1_x,P1_y,P1_z,P1_az,P1_pl,P1_theta,B1_x,B1_y,B1_z,B1_az,B1_pl,B1_theta,tipo_falla1,T2_x,T2_y,T2_z,T2_az,T2_pl,T2_theta,P2_x,P2_y,P2_z,P2_az,P2_pl,P2_theta,B2_x,B2_y,B2_z,B2_az,B2_pl,B2_theta,tipo_falla2,ZONA
150,5.9,-82.57,21,5.06,348.4,81,135.6,249.7,46.3,-167.5,-0.370018872,0.709909606,-0.599261534,332.4705866,36.8170272,53.1829728,-0.650884964,-0.658363304,-0.378029792,224.6727338,22.21169672,67.78830328,0.662898784,-0.250172165,-0.705676335,110.676065,44.88421009,45.11578991,OBLICUA,-0.818137652,-0.433424889,0.377880467,242.0866936,22.20245554,67.79754446,0.140788077,-0.788142288,-0.599174809,169.8719197,36.81082052,53.18917948,-0.557520851,0.437006407,-0.705829938,308.0907212,44.89663253,45.10336747,OBLICUA,1
151,6.25,-82.53,22,4.99,358,83.5,94.4,212.2,7.8,-124,-0.032481817,0.624264438,-0.780537534,357.0214638,51.30981792,38.69018208,-0.081519896,-0.780002392,-0.620444014,185.9664569,38.34856599,51.65143401,0.996142278,-0.043476189,-0.076225867,92.49906299,4.371660971,85.62833903,OBLICUA,-0.695221666,0.361965314,0.621005593,297.5036195,38.38960543,51.61039457,-0.592946294,0.19955478,-0.78012344,288.6005473,51.27187884,38.72812116,0.406302261,0.910581683,-0.075891185,24.04646611,4.35242939,85.64757061,OBLICUA,1
152,8,-82.71,19,5.99,299.2,23.8,105.9,136.5,67.2,-96.9,-0.38857057,0.004754737,-0.921406699,270.7010639,67.13260582,22.86739418,0.886746529,0.273666395,-0.372541673,72.84880565,21.87245447,68.12754553,-0.250386712,0.961812922,0.110554954,345.408189,6.34730722,83.65269278,INVERSA,-0.574340904,-0.728638645,0.373119619,218.246533,21.9081414,68.0918586,-0.323074784,-0.217040171,-0.921149417,236.1069737,67.09470151,22.90529849,-0.752167009,0.649599329,0.110749725,310.8151078,6.358535715,83.64146428,NORMAL,1
153,7.98,-82.63,20,6.56,305.2,19.7,102.9,138.9,70.8,-94.6,-0.426480212,-0.107661818,-0.898066569,255.8321085,63.90507874,26.09492126,0.816033357,0.382461333,-0.433373844,64.8882911,25.68186412,64.31813588,-0.390133553,0.917677646,0.075256556,336.968133,4.315963515,85.68403648,INVERSA,-0.548620886,-0.715162036,0.433080115,217.4928265,25.6631914,64.3368086,-0.329336539,-0.291259455,-0.898167787,228.5110196,63.91826647,26.08173353,-0.768474182,0.635382713,0.075737969,309.5843084,4.343625425,85.65637458,NORMAL,1
154,7.91,-82.7,13,5.37,300.4,19.2,103,134.1,71.3,-94.5,-0.441122792,-0.074385616,-0.894358688,260.4283785,63.42617374,26.57382626,0.842267266,0.309735682,-0.441191183,69.80948706,26.17990801,63.82009199,-0.309833076,0.947908533,0.073978899,341.8995189,4.242554529,85.75744547,INVERSA,-0.604680091,-0.66323093,0.441006486,222.3560177,26.16811657,63.83188343,-0.357291464,-0.268984361,-0.894421726,233.0259954,63.43424865,26.56575135,-0.711832001,0.698406864,0.074317262,314.4545744,4.261994812,85.73800519,NORMAL,1
155,6.68,-82.41,18,5.99,354.9,77.8,100.9,217.2,16.3,-131.2,-0.084786898,0.554134961,-0.828097595,351.3007746,55.90380809,34.09619191,-0.207663246,-0.822667517,-0.529239202,194.1670294,31.95406516,58.04593484,0.974518937,-0.127092884,-0.184824892,97.4303511,10.65092337,79.34907663,INVERSA,-0.799724436,0.28323008,0.529359565,289.5020883,31.9621934,58.0378066,-0.559745343,-0.032930699,-0.828010096,266.63308,55.89486614,34.10513386,0.217085185,0.958486458,-0.184872203,12.76147738,10.65368165,79.34631835,NORMAL,1
156,5.59,-82.64,23,6.45,356.1,85,104,246.8,14.8,-160.1,-0.126824578,0.65476049,-0.745120277,349.0377778,48.16943082,41.83056918,-0.2226467,-0.7508091,-0.621863443,196.5173209,38.45234103,51.54765897,0.966614698,-0.087031002,-0.24100131,95.14486241,13.945646,76.054354,OBLICUA,-0.641829181,-0.44829165,0.622165492,235.0672627,38.47444317,51.52555683,-0.309787077,-0.590605077,-0.745129257,207.6781297,48.17020232,41.82979768,-0.701489322,0.67098453,-0.240192613,313.7267458,13.89790883,76.10209117,OBLICUA,1
157,7.68,-82.93,12,5.21,337.5,72.8,167.1,243.6,77.7,-162.4,-0.396161009,0.844706553,-0.359899006,334.8737766,21.09399376,68.90600624,0.913153933,0.403424776,-0.058295329,66.16450651,3.341971004,86.658029,-0.095949729,0.351737529,0.931168277,344.74165,68.61766648,21.38233352,OBLICUA,-0.959310323,-0.276276899,-0.058264734,253.9338462,3.340215068,86.65978493,0.278340389,-0.890652048,-0.359535196,162.6452941,21.07165355,68.92834645,-0.047437664,0.361123253,-0.931310724,352.5163939,68.64006333,21.35993667,TRANSCURRENTE,1
158,5.3,-82.67,17,5.25,348.4,86.7,153.1,256.7,63.1,-176.3,-0.479471541,0.800274962,-0.360093079,329.0727623,21.10591245,68.89408755,-0.763367132,-0.582756512,-0.278685252,232.6417889,16.18175209,73.81824791,0.432871416,-0.141261574,-0.890318766,108.0733744,62.9133302,27.0866698,OBLICUA,-0.796104874,-0.536889156,0.27922583,236.00447,16.21400529,73.78599471,0.431260692,-0.827026081,-0.360613472,152.4597788,21.13787619,68.86212381,-0.424536507,0.166667017,-0.889938683,291.4342685,62.86554285,27.13445715,TRANSCURRENTE,1
159,5.24,-82.65,17,5.66,359.8,86.1,90.2,182.7,3.9,-92.9,-0.000173579,0.65738015,-0.753559094,359.9848712,48.8996254,41.1003746,-0.005098674,-0.753549892,-0.657370948,180.3876692,41.09967321,48.90032679,0.999986987,-0.003728046,-0.003482568,90.21360311,0.199536854,89.80046315,OBLICUA,-0.071190035,0.750139176,0.657436837,354.5787276,41.10468315,48.89531685,-0.066658953,0.654057811,-0.753501801,354.1807361,48.89463209,41.10536791,0.995232919,0.097465871,-0.003441094,84.40670417,0.197160525,89.80283948,OBLICUA,1
160,5.22,-82.56,19,4.9,100.9,87.3,-5.9,10.6,84.1,177.3,-0.829943404,0.55646188,0.039295319,303.8411302,2.252035775,87.74796423,-0.557214295,-0.823586349,-0.105913901,214.0811256,6.079822838,83.92017716,0.02657396,0.109798457,-0.993598573,13.60538191,83.51353633,6.486463666,TRANSCURRENTE,-0.823023055,0.558064128,-0.105818145,304.1398697,6.074305439,83.92569456,0.564254604,0.824652863,-0.039552454,34.3812171,2.266779998,87.73322,-0.06519043,0.092260958,0.993598573,324.755454,83.51353633,6.486463666,TRANSCURRENTE,1
161,7.71,-81.78,20,4.79,100.9,73.5,67.5,225.3,27.6,-37.7,-0.53473047,0.172596824,-0.827208354,287.8887042,55.81302736,34.18697264,0.796781853,0.429005682,-0.425550002,61.70095566,25.18548168,64.81451832,-0.281428506,0.886659157,0.366924427,342.3903921,21.52606332,68.47393668,INVERSA,-0.111706602,0.897655923,0.426304444,352.9064333,25.23325842,64.76674158,0.354008883,0.43679204,-0.826976677,39.02389073,55.7894107,34.2105893,0.9285469,-0.058536806,0.366570726,93.60722697,21.50427986,68.49572014,NORMAL,1
162,6.51,-82.68,14,5.77,347.8,81.3,140.1,250.6,50.6,-168.7,-0.397005233,0.730763539,-0.555312069,331.4858926,33.73221203,56.26778797,-0.692424928,-0.635606664,-0.341396966,227.4498382,19.96200765,70.03799235,0.602440507,-0.248975537,-0.758338063,112.4542417,49.31790342,40.68209658,OBLICUA,-0.828653712,-0.443323447,0.341756268,241.8535569,19.98391157,70.01608843,0.202109723,-0.806312553,-0.555888232,165.9282101,33.77191584,56.22808416,-0.522000656,0.391566583,-0.757753869,306.8745401,49.2665821,40.7334179,TRANSCURRENTE,1
163,7.7,-81.85,12,5.07,349.4,72.4,118.8,230.6,33.4,-146.6,-0.245318935,0.541005196,-0.804445149,335.6080728,53.55670431,36.44329569,-0.493288147,-0.784006566,-0.376829549,212.1776429,22.13743535,67.86256465,0.834557023,-0.304379833,-0.459203106,110.0379359,27.33569736,62.66430264,INVERSA,-0.926593949,-0.002832972,0.376052693,269.8248242,22.08939062,67.91060938,-0.325022927,-0.496968981,-0.804600478,213.1851071,53.57168893,36.42831107,-0.189165934,0.867763681,-0.45956767,347.7023414,27.35921353,62.64078647,NORMAL,1
164,5.51,-82.57,18,4.82,101.1,78.2,52.4,206,39.1,-18.9,-0.64985418,0.31216638,-0.69299473,295.6579413,43.86763774,46.13236226,0.708576277,0.578679839,-0.40379364,50.76218596,23.8155525,66.1844475,-0.27497128,0.753446611,0.597251203,339.9503828,36.67328222,53.32671778,OBLICUA,-0.327864404,-0.853844514,-0.404295039,201.0060941,23.84695822,66.15304178,0.718852136,0.052200864,-0.693200315,85.84664438,43.88397847,46.11602153,-0.612989836,0.51790406,-0.596673148,310.1938642,36.63199913,53.36800087,OBLICUA,1
165,6.48,-82.36,26,4.79,354.5,89,162.3,264.2,72.3,-179,-0.603128872,0.764574389,-0.227291811,321.7321177,13.13768159,76.86231841,-0.73865459,-0.642914014,-0.202610381,228.9641717,11.68964868,78.31035132,0.301039799,-0.045689969,-0.952516386,98.63013727,72.27267691,17.72732309,TRANSCURRENTE,-0.745364356,-0.634925693,0.203227315,229.5745589,11.72574742,78.27425258,0.595005381,-0.771075486,-0.226740363,142.3441945,13.10523889,76.89476111,-0.300666883,0.048082838,-0.952516386,279.085843,72.27267691,17.72732309,TRANSCURRENTE,1
166,5.02,-82.65,20,5.4,2.6,83.1,-82.4,230.6,10.3,137.5,-0.057759246,-0.789621778,-0.610869312,184.1836201,37.65238647,52.34761353,-0.121447561,0.612903829,-0.780768459,348.791964,51.33098873,38.66901127,-0.990915919,-0.029091991,0.131298502,268.3183542,7.544634242,82.45536576,OBLICUA,-0.065407729,-0.620935261,0.781128178,186.0132152,51.36398671,38.63601329,0.129989173,-0.781436086,-0.610295386,170.555526,37.61086438,52.38913562,-0.989355671,-0.061620171,-0.131826821,266.436043,7.575170087,82.42482991,OBLICUA,1
167,7.03,-82.3,15,4.63,101.4,80.3,29.9,196.9,60.6,-11.2,-0.746190224,0.474867166,-0.466584745,302.472222,27.81283231,62.18716769,0.620303102,0.750400553,-0.228304779,39.57813372,13.19728752,76.80271248,-0.241711007,0.459782759,0.854503133,332.2687817,58.70488631,31.29511369,OBLICUA,-0.464999705,-0.855590406,-0.227465012,208.5233729,13.14787217,76.85212783,0.823168758,-0.323282759,-0.466777735,111.4414068,27.82533478,62.17466522,-0.325835035,0.4042936,-0.854621679,321.1333856,58.71796466,31.28203534,TRANSCURRENTE,1
168,6.7,-82.52,21,4.82,91.3,86.2,86.3,227,5.3,-45.8,-0.659652825,0.030673364,-0.750944269,272.6622933,48.6722397,41.3277603,0.751088339,0.06268756,-0.65721882,85.22902015,41.08810754,48.91189246,-0.026915751,0.997561735,0.064390432,358.4544466,3.691854144,86.30814586,OBLICUA,-0.080725951,0.749329821,0.657258047,353.8511904,41.09108962,48.90891038,0.014812054,0.66023919,-0.750909325,1.285179424,48.66920797,41.33079203,0.996626271,0.050882528,0.06439755,87.07731463,3.692262833,86.30773717,OBLICUA,1
169,5.16,-82.54,27,4.85,344.3,89.4,176.4,254.3,86.4,-179.4,-0.4881755,0.871206778,-0.051801837,330.736171,2.969355667,87.03064433,-0.870841338,-0.490170296,-0.036992498,240.6261533,2.119997721,87.88000228,0.057619837,-0.02705235,-0.997972006,115.1499222,86.3504074,3.649592598,TRANSCURRENTE,-0.871163121,-0.489596886,0.037009544,240.6638528,2.120975047,87.87902495,0.487602089,-0.871528561,-0.05178966,150.7738953,2.96865704,87.03134296,-0.057610931,0.027071311,-0.997972006,295.1687781,86.3504074,3.649592598,TRANSCURRENTE,1
170,6.84,-82.66,25,4.86,355.6,79.4,99.2,217,14,-130.5,-0.069247789,0.573643524,-0.816172685,353.1168046,54.70347986,35.29652014,-0.175893414,-0.812340066,-0.55602619,192.2174693,33.78142531,56.21857469,0.981970596,-0.105055816,-0.157152871,96.10654372,9.041677122,80.95832288,INVERSA,-0.783682809,0.276908676,0.556024136,289.4604945,33.78128371,56.21871629,-0.577784301,0.003672127,-0.81618124,270.3641403,54.70432821,35.29567179,0.228049458,0.960889224,-0.157115703,13.35108924,9.039520758,80.96047924,NORMAL,1
171,7.7,-82.03,15,4.89,348.9,84.6,170.5,258,80.5,-174.5,-0.550947621,0.814288269,-0.182732961,325.9177095,10.52898771,79.47101229,-0.822006465,-0.567310209,-0.049643708,235.388387,2.845544583,87.15445542,0.144090564,-0.122856593,-0.981908431,130.4520561,79.08477523,10.91522477,TRANSCURRENTE,-0.839449472,-0.541145367,0.049862568,237.1924245,2.858099885,87.14190011,0.524888872,-0.831144435,-0.183549994,147.7265464,10.57660565,79.42339435,-0.140770225,0.127908639,-0.981744938,312.2593582,79.03541552,10.96458448,TRANSCURRENTE,1
172,5.91,-82.67,24,5.67,355.3,82.5,103.7,237.1,15.6,-150.9,-0.116810557,0.623053702,-0.773407641,349.3814119,50.66088602,39.33911398,-0.23169775,-0.774346298,-0.588815729,196.6580888,36.07301374,53.92698626,0.965749163,-0.110416917,-0.234811963,96.52247127,13.58053889,76.41946111,OBLICUA,-0.773359812,-0.235560141,0.588579664,253.0596207,36.05628151,53.94371849,-0.454043933,-0.442134847,-0.773537901,225.7613439,50.67266102,39.32733898,-0.442446277,0.865464151,-0.234974669,332.9227795,13.59012963,76.40987037,OBLICUA,1
173,5.28,-82.68,22,5.36,351.7,80.7,116,243.4,27.5,-159.5,-0.220821204,0.633619709,-0.741460761,340.7861722,47.85599906,42.14400094,-0.42228829,-0.747386961,-0.512918445,209.4673,30.85842218,59.14157782,0.879153341,-0.199846928,-0.432609072,102.8067046,25.63325272,64.36674728,OBLICUA,-0.784913994,-0.347674786,0.512866713,246.1092273,30.85496939,59.14503061,-0.201021307,-0.640066463,-0.741556038,197.4355834,47.86413533,42.13586467,-0.586089119,0.685154848,-0.432507084,319.4559504,25.62677155,64.37322845,OBLICUA,1
174,5.69,-82.59,21,5.26,10.2,87,-10.6,279.6,79.4,176.9,-0.557803842,-0.82475858,-0.092887877,214.0714242,5.329766485,84.67023352,-0.807896271,0.565196697,-0.166902096,304.9762772,9.607748962,80.39225104,-0.190153857,0.018054861,0.98158827,275.4238994,78.98832139,11.01167861,TRANSCURRENTE,-0.560620482,-0.81092215,0.167660199,214.6575394,9.651805863,80.34819414,0.809993384,-0.579100167,-0.092486296,125.5626568,5.306658095,84.69334191,-0.172091235,-0.08395394,-0.981496991,243.9947725,78.96097433,11.03902567,TRANSCURRENTE,1
175,6.51,-82.41,23,4.74,356.2,71.2,98.3,200.6,20.5,-113,-0.072432334,0.44968169,-0.89024712,350.8496955,62.90431634,27.09568366,-0.161157461,-0.886139217,-0.434494603,190.3074276,25.75313907,64.24686093,0.984267154,-0.111998507,-0.136654691,96.49169207,7.854313542,82.14568646,INVERSA,-0.560259784,0.705282856,0.434378945,321.5372136,25.74578176,64.25421824,-0.386003864,0.241682495,-0.890275569,302.0512663,62.90789516,27.09210484,0.732877883,0.666457549,-0.136836925,47.71754047,7.864853819,82.13514618,NORMAL,1
176,6.54,-82.4,23,5.17,1.7,84.2,-85.5,219.6,7.3,127.7,-0.032471383,-0.776029074,-0.629860687,182.3960295,39.03984505,50.96015495,-0.074211011,0.630325452,-0.772775873,353.2852253,50.60381848,39.39618152,-0.996713768,-0.021649497,0.078057441,268.7556811,4.47691607,85.52308393,OBLICUA,-0.036717826,-0.633994566,0.772465334,183.3145853,50.57579277,39.42420723,0.077825029,-0.772453093,-0.63028524,174.2468357,39.07117014,50.92882986,-0.996290653,-0.036974433,-0.077703444,267.874609,4.456571758,85.54342824,OBLICUA,1
177,6.15,-82.62,24,5.23,347.5,76.1,123.3,237.4,35.8,-155.7,-0.261180479,0.615544894,-0.743565223,337.0081105,48.03601008,41.96398992,-0.55830887,-0.724714669,-0.403831468,217.610095,23.8179216,66.1820784,0.787449022,-0.309666164,-0.532945498,111.467349,32.20468715,57.79531285,OBLICUA,-0.894502155,-0.192922247,0.403295055,257.8291288,23.78433056,66.21566944,-0.197579132,-0.638623114,-0.743722398,197.1911783,48.04947962,41.95052038,-0.40103414,0.744943974,-0.533132342,331.7045833,32.21733987,57.78266013,OBLICUA,1
178,6.08,-82.58,21,5.12,345.7,82.5,150.6,251.5,60.9,-171.4,-0.434984264,0.787592619,-0.436447657,331.0883046,25.87744639,64.12255361,-0.781305228,-0.57107865,-0.251855746,233.8358476,14.58735288,75.41264712,0.447605665,-0.23144555,-0.863760456,117.3423394,59.74146553,30.25853447,OBLICUA,-0.856534052,-0.4506627,0.251500594,242.2490394,14.56632738,75.43367262,0.31530999,-0.842756232,-0.436281497,159.4870965,25.86686558,64.13313442,-0.40856949,0.294389309,-0.863947861,305.7741338,59.76278103,30.23721897,TRANSCURRENTE,1
179,5.96,-82.51,17,4.74,110.9,70.2,13.8,205.7,77,-20.3,-0.813124359,0.424557245,-0.398220946,297.5704466,23.46700826,66.53299174,-0.429934041,-0.89923509,-0.080826814,205.5529687,4.636092629,85.36390737,0.392409858,-0.105486489,-0.913721568,105.0463875,66.02482022,23.97517978,OBLICUA,-0.274867571,-0.958150742,0.079968586,196.0067556,4.586760064,85.41323994,0.872435635,-0.283503983,-0.398097418,108.0019283,23.45929265,66.54070735,-0.404108749,0.039656626,-0.913850902,275.6046928,66.04306339,23.95693661,TRANSCURRENTE,1
180,5.06,-82.63,19,5.39,4.2,83.1,-74.3,251.1,17.1,155.9,-0.133427966,-0.795674527,-0.590846024,189.5194521,36.21706764,53.78293236,-0.236252264,0.604525974,-0.760745171,338.654153,49.52993461,40.47006539,-0.962487322,-0.03808403,0.268640579,267.7340829,15.58338942,74.41661058,OBLICUA,-0.144697035,-0.632713889,0.760746937,192.8816036,49.53009054,40.46990946,0.248719142,-0.767410353,-0.590948507,162.0423928,36.22434607,53.77565393,-0.957706404,-0.103703829,-0.268410058,263.8198903,15.56967794,74.43032206,OBLICUA,1
181,7.23,-82.69,17,5.12,143.9,20.8,110.3,345.5,70.5,-97.5,-0.415551192,-0.153498247,0.896524118,249.7265422,63.70487403,26.29512597,-0.711443884,-0.559268409,-0.425519032,231.8289937,25.18352085,64.81647915,-0.566714043,0.814651542,-0.123199265,325.1755143,7.076777496,82.9232225,INVERSA,-0.136127596,-0.894989865,-0.424808685,188.64838,25.13855438,64.86144562,0.197653082,0.39564425,-0.896882872,26.54546361,63.75131239,26.24868761,-0.970774195,0.206055255,-0.123039404,281.9836697,7.06754792,82.93245208,NORMAL,1
182,6.19,-82.62,20,4.86,344.6,77.9,142.5,245.5,53.5,-164.9,-0.381200554,0.728553446,-0.569118629,332.3801149,34.6887879,55.3112121,-0.748410043,-0.604592197,-0.272673214,231.0674918,15.82340079,74.17659921,0.542741692,-0.321990917,-0.775727597,120.6792717,50.87104567,39.12895433,OBLICUA,-0.900044926,-0.340069083,0.272529171,249.3016463,15.81482287,74.18517713,0.134422045,-0.811502843,-0.568677281,170.5945972,34.65803994,55.34196006,-0.414547759,0.475201173,-0.776101798,318.8997703,50.90503245,39.09496755,TRANSCURRENTE,1
183,5.95,-82.61,20,5.41,350.3,78,118.2,239.1,30.5,-155.8,-0.234660675,0.610353062,-0.756573531,338.9698903,49.163052,40.836948,-0.467733652,-0.753180012,-0.462541998,211.8407677,27.55126,62.44874,0.852149986,-0.245334483,-0.462224397,106.0611408,27.53073717,62.46926283,OBLICUA,-0.853465225,-0.240863737,0.462149079,254.2399481,27.5258708,62.4741292,-0.237574005,-0.609467027,-0.756378566,201.2961433,49.14597203,40.85402797,-0.463848793,0.75533741,-0.462935951,328.4461297,27.5767219,62.4232781,OBLICUA,1
184,6.13,-82.51,13,4.99,95.5,18.8,9.6,194.6,86.9,-71.4,-0.182533166,0.682853176,-0.707384749,345.0342,45.02252776,44.97747224,-0.271121157,-0.726535119,-0.631379473,200.4640688,39.15197105,50.84802895,0.945079341,-0.076539278,-0.317752698,94.6301164,18.52707192,71.47292808,OBLICUA,-0.031140799,-0.775195586,0.63095329,182.3004227,39.12048958,50.87951042,0.387099056,-0.591349211,-0.70743228,146.7911155,45.02638077,44.97361923,-0.921512111,-0.222211417,-0.318492567,256.4426412,18.57178618,71.42821382,OBLICUA,1
185,5.17,-82.61,16,5.03,357.2,79.5,94.6,201,11.5,-113.4,-0.02895241,0.568914835,-0.821886652,357.0866974,55.27410321,34.72589679,-0.096879599,-0.819957486,-0.5641667,186.7383699,34.34444546,55.65555454,0.994874917,-0.063290063,-0.078855986,93.64002899,4.522810808,85.47718919,INVERSA,-0.540588634,0.624656867,0.563531479,319.1265328,34.30037662,55.69962338,-0.439547207,0.361434952,-0.822291328,309.4300941,55.31482666,34.68517334,0.717329898,0.692220033,-0.079178555,46.02056483,4.541350602,85.4586494,NORMAL,1
186,6,-82.48,19,4.7,177.9,89.9,46.3,268,43.7,-0.1,-0.51407782,-0.687837704,-0.512448326,216.7737928,30.82704958,59.17295042,-0.462255869,0.725423911,-0.509980059,327.4938279,30.66250151,59.33749849,-0.722525782,0.025287191,0.690881359,272.0044381,43.69991661,46.30008339,OBLICUA,-0.464444101,0.723755462,0.51036233,327.3111375,30.68796739,59.31203261,0.512015979,0.689656724,-0.512067613,36.59098691,30.80165078,59.19834922,0.722586544,-0.023486886,0.690881359,91.86168126,43.69991661,46.30008339,OBLICUA,1
187,5.01,-82.63,24,4.84,354.7,85.9,110.9,254.1,21.3,-168.6,-0.190387352,0.67855441,-0.709448073,344.3270556,45.19002676,44.80997324,-0.320684775,-0.726009156,-0.608335418,203.8314788,37.46923989,52.53076011,0.927854477,-0.111689826,-0.355825029,96.86391342,20.84401699,69.15598301,OBLICUA,-0.562162687,-0.56059435,0.608035433,225.0800343,37.44758712,52.55241288,-0.068101927,-0.70133126,-0.709574937,185.5462491,45.20034157,44.79965843,-0.824217957,0.440304938,-0.35608471,298.1115495,20.85993842,69.14006158,OBLICUA,1
188,6.95,-82.37,14,4.76,0.3,81.5,-88.8,188.4,8.6,98,-0.010599479,-0.803900456,-0.59466941,180.7554047,36.48906867,53.51093133,-0.017922915,0.594760018,-0.803703484,358.2739312,53.48522869,36.51477131,-0.999783187,-0.002139371,0.020712385,269.8773967,1.18681714,88.81318286,OBLICUA,-0.011660073,-0.594697804,0.803864768,181.1232383,53.50076165,36.49923835,0.019232823,-0.803904082,-0.594447916,178.6295014,36.4732853,53.5267147,-0.999747039,-0.008529283,-0.020811297,269.5111963,1.1924856,88.8075144,OBLICUA,1
189,6.47,-82.41,18,4.96,1.4,69.4,-87.7,187.9,20.7,96.1,-0.006123903,-0.910904769,-0.412571205,180.3851868,24.36645653,65.63354347,-0.03846693,0.412488157,-0.910150436,354.6722429,65.52614891,24.47385109,-0.999241109,-0.010296674,0.037565747,269.4096169,2.152865314,87.84713469,NORMAL,-0.018381281,-0.414226783,0.909988077,182.5408289,65.50370393,24.49629607,0.050325724,-0.909371487,-0.412929558,176.832413,24.3889984,65.6110016,-0.998563694,-0.038205634,-0.037561676,267.8088985,2.152631894,87.84736811,INVERSA,1
